project_code,project_name,sector,month_index,planned_progress_pct,actual_progress_pct,expenditure_ratio_pct,schedule_delay_days,cost_escalation_pct,milestone_slips,open_issues,prototype_risk_probability,high_risk
701657,Tumakuru Node - Phase 1 - Roads and Services Development,Real Estate,6,55.77434563384124,52.374823760234676,65.7113691098131,0,6.261049878044849,0,3,0.0692808590654797,0
701658,Krishnapatnam Node - Phase 1 - Roads and Services Development,Real Estate,1,15.556134224863225,30.610195392101392,28.42143881393237,0,0.0,1,2,0.09732078543082974,0
701658,Krishnapatnam Node - Phase 1 - Roads and Services Development,Real Estate,2,26.911379143510906,28.572363235900713,35.815075984736296,20,5.133623351406983,1,1,0.5001732514810201,0
701658,Krishnapatnam Node - Phase 1 - Roads and Services Development,Real Estate,3,36.180335764087665,34.13181428250305,37.68028354621891,14,1.8740695511821535,0,1,0.030604916974598786,0
701658,Krishnapatnam Node - Phase 1 - Roads and Services Development,Real Estate,4,30.730443868952527,39.36280962046939,35.332287068023035,20,0.0,3,2,0.2923759901195684,0
701658,Krishnapatnam Node - Phase 1 - Roads and Services Development,Real Estate,5,45.80690752785259,47.43614261741912,51.5598638744163,47,2.937285919224274,1,4,0.21612849581363702,0
701658,Krishnapatnam Node - Phase 1 - Roads and Services Development,Real Estate,6,52.24029825379906,58.48004169108137,67.16709313868573,20,5.8774725178940885,2,0,0.2606543755056697,0
701668,Development of Palakkad Node under extension of CBIC to Kochi,Real Estate,1,17.189295265302622,34.59796918987797,26.38974073918019,25,0.0,0,1,0.005760655723126704,0
701668,Development of Palakkad Node under extension of CBIC to Kochi,Real Estate,2,19.752167365109273,1.0,1.0,55,0.0,3,1,0.7328186760583455,1
701668,Development of Palakkad Node under extension of CBIC to Kochi,Real Estate,3,29.416589567615333,24.327674571282596,25.955703366059197,3,0.0,3,1,0.5212794231610441,0
701668,Development of Palakkad Node under extension of CBIC to Kochi,Real Estate,4,34.05504675323062,21.885655733433456,27.78156547548411,42,0.41938407035298564,3,1,0.21156536034891862,0
701668,Development of Palakkad Node under extension of CBIC to Kochi,Real Estate,5,44.295066596860536,50.07002762205946,52.29087080285576,0,0.0,0,2,0.05899634488471356,0
701668,Development of Palakkad Node under extension of CBIC to Kochi,Real Estate,6,49.992818610767,59.99566215489421,70.21894844353382,10,6.512061461177763,1,3,0.08202199611424625,0
707419,IMC at Prayagraj,Real Estate,1,9.844664485105096,14.214203282776964,18.78828897134923,16,4.733985145617588,0,0,0.05199423852410449,0
707419,IMC at Prayagraj,Real Estate,2,21.15634018728725,23.197993262715535,26.95580473242335,0,2.636326486851627,1,2,0.10858351668940606,0
707419,IMC at Prayagraj,Real Estate,3,27.60141943831507,53.02413249331717,69.97031973504473,13,15.312292575194139,0,1,0.10259678236482667,0
707419,IMC at Prayagraj,Real Estate,4,38.344404870296714,53.07918904595907,59.20903195718286,0,2.10059378179057,0,2,0.014068460565770895,0
707419,IMC at Prayagraj,Real Estate,5,42.05728763350028,50.98855298250436,46.26689422525581,10,0.0,0,0,0.013639227845379557,0
707419,IMC at Prayagraj,Real Estate,6,49.125159744582604,62.16734757245542,71.28315860746538,0,1.165792118473914,1,1,0.04531642123457401,0
602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,1,16.5804004333329,11.937894820531296,11.959556434141522,9,0.0,2,1,0.034698749907661676,0
602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,2,29.73516868307781,2.4376805625515914,1.0,104,0.0,3,1,0.8783629183928239,1
602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,3,27.41914083858421,16.772833706267026,23.063741574347926,40,5.305769628350179,2,3,0.43501854819434493,0
602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,4,44.44583273691027,41.659850794091696,41.5842394873402,17,0.0,2,1,0.17143032781696066,0
602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,5,40.826469750532844,36.630998641766666,41.027499860924735,0,0.0,1,3,0.19073171090289492,0
602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,6,50.76073322593268,58.25866857839367,61.76076692470078,8,3.0892635142549576,3,2,0.4945772327266237,0
602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,1,12.651131743893544,18.527029038013218,25.10717131367846,0,4.561309923225281,1,1,0.019774301823533753,0
602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,2,18.477239021974746,27.082954783539613,24.964458105170817,0,2.1737245018779525,0,0,0.021979346783571118,0
602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,3,27.786490539084845,19.907896702024555,21.895439843154136,28,3.035602799749693,2,0,0.4069032422059573,0
602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,4,31.85211982060351,33.52485043360977,34.79894364947979,12,0.0,0,1,0.17362792398580867,0
602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,5,35.11514062660966,50.14885759165145,64.206000733729,14,4.310945970763962,1,2,0.17271130462611803,0
602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,6,48.39434118994007,47.45501640776028,44.85167363391073,0,0.0,2,0,0.2855810745296143,0
605292,"Construction of Permanent Campus of IIM Amritsar, Phase-I",Education,1,7.37924774133644,9.549803410811645,16.75608913389587,0,1.2840652829417363,1,0,0.06989279441684595,0
605292,"Construction of Permanent Campus of IIM Amritsar, Phase-I",Education,2,16.913550243786876,1.536618444557309,4.903942094641881,77,3.77090723604022,2,1,0.7188458736697971,1
605292,"Construction of Permanent Campus of IIM Amritsar, Phase-I",Education,3,29.17879666988633,26.50850917807645,19.754524310639482,1,0.0,1,2,0.1578425194961364,0
605292,"Construction of Permanent Campus of IIM Amritsar, Phase-I",Education,4,38.010629323831296,40.964019756954876,36.78322169439286,1,0.0,1,0,0.07591762717289798,0
605292,"Construction of Permanent Campus of IIM Amritsar, Phase-I",Education,5,46.35143746090725,41.36538656282658,40.2131722692476,16,0.0,1,1,0.06251814023370368,0
605292,"Construction of Permanent Campus of IIM Amritsar, Phase-I",Education,6,49.49241940461593,49.03290652375683,62.27449349182294,21,10.360383361092076,2,0,0.17359925481111602,0
606013,Additional Campus of NITPatna,Education,1,13.866417059534951,13.703993232322667,19.55921700801013,0,2.2630532855954115,1,1,0.0765023175209174,0
606013,Additional Campus of NITPatna,Education,2,20.591256790193576,28.377972944963254,27.52011496676924,4,0.3477901805496595,1,1,0.23157376641541425,0
606013,Additional Campus of NITPatna,Education,3,23.346363807081016,45.647350329889974,56.22233465653858,0,9.458810866442237,1,3,0.08892344588944025,0
606013,Additional Campus of NITPatna,Education,4,31.573926593598017,42.87413749036996,44.08211985970735,0,6.3795709453289735,2,1,0.14095603798429895,0
606013,Additional Campus of NITPatna,Education,5,41.22577582342232,41.18760205171099,50.479720099958506,18,4.0251673152831104,0,1,0.11626497602728303,0
606013,Additional Campus of NITPatna,Education,6,48.668330088819296,51.79355957410584,51.472681005389,12,0.0,0,0,0.06064752088654668,0
606112,Tezpur University Projects,Education,1,13.087443512912067,5.356213783956935,4.250984443114858,30,0.2287167164785736,1,3,0.07225488423048759,0
606112,Tezpur University Projects,Education,2,22.131004127840974,23.8677669779748,29.62540297875232,17,0.0,1,1,0.1552959909340432,0
606112,Tezpur University Projects,Education,3,32.90280414256824,36.532916076780474,30.213940593797776,0,0.0,0,0,0.040061594764167555,0
606112,Tezpur University Projects,Education,4,39.31598083825914,45.14819357944809,56.765957632626815,7,6.6974297804270995,0,1,0.05764668038317418,0
606112,Tezpur University Projects,Education,5,49.348856518201146,51.12579655131068,48.497779158025004,0,0.0,0,1,0.13098600036705185,0
606112,Tezpur University Projects,Education,6,53.64048528069232,40.46182646167934,49.48984503458008,47,2.3643944461251296,1,4,0.5374672789685475,0
606431,Construction of Permanent Campus for IIT Palakkad under Phase 1A,Education,1,14.762601204022031,15.405259069870095,23.37934610906685,6,6.154388529665024,2,0,0.18012052945072182,0
606431,Construction of Permanent Campus for IIT Palakkad under Phase 1A,Education,2,24.356329734802294,17.25941997882062,24.870385155741786,50,5.054108318177975,2,1,0.0683167982579442,0
606431,Construction of Permanent Campus for IIT Palakkad under Phase 1A,Education,3,29.684118549306675,63.21664196601243,71.35942416317047,0,2.3422240828001066,1,1,0.1964283492275927,0
606431,Construction of Permanent Campus for IIT Palakkad under Phase 1A,Education,4,35.52970178062249,32.55418417846379,32.731337802066754,10,0.0,0,2,0.19523117733629333,0
606431,Construction of Permanent Campus for IIT Palakkad under Phase 1A,Education,5,42.63929696270729,45.881266694808126,54.905416438374886,0,1.8385194610979028,1,2,0.16272272552625866,0
606431,Construction of Permanent Campus for IIT Palakkad under Phase 1A,Education,6,50.92557075824959,65.39881606333266,65.91383856381252,11,0.0,1,4,0.22406734143413198,0
